Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
9:14	ms12			will appear to them	0	The word “them” refers to God’s people. Alternate translation: [will be seen in the sky by his people] or [will come to his people]
9:14	j3mb		rc://*/ta/man/translate/figs-simile	his arrows will shoot out like lightning!	0	The Israelites sometimes thought of lightning bolts as arrows that God shot.
9:14	qh4y			blow the trumpet	0	The trumpets were rams’ horns. People blew into them to give signals in battle and on other occasions. Here the trumpet is blown as a military signal.
9:14	cdu9			will advance with the storms from Teman	0	Team was located to the south of Judah. The Israelites sometimes thought of God as traveling on violent storms coming from the south. Alternate translation: [will march from Teman with the storm winds]
9:15	rq95			they will devour them	0	Alternate translation: [the people of Judah will devour their enemies]
9:15	l59u		rc://*/ta/man/translate/figs-metaphor	will devour	0	To completely defeat enemies is spoken of as devouring them as a wild animal eats its prey. Alternate translation: [will completely defeat]
9:15	fq6x		rc://*/ta/man/translate/figs-metonymy	defeat the stones of the slings	0	Slings to throw stones were a common weapon in the days of Zechariah. Here the “stones of the slings” represent the soldiers who were using them to attack Israel. Alternate translation: [defeat the enemies who attack them with slings and stones]
9:15	ure5		rc://*/ta/man/translate/figs-simile	Then they will drink and shout like men drunk on wine	0	The people of Judah will shout and celebrate their victory over their enemies as if they were noisy drunks. Alternate translation: [Then they will shout and celebrate their victory as loudly as if they were drunk]
9:15	t8ng		rc://*/ta/man/translate/figs-simile	they will be filled with wine like bowls	0	This probably refers to the bowls that the priests used to carry animal’s blood to the altar. Alternate translation: [they will be as full of wine as the basins with which priests carry blood to the altar]
9:15	h8j2		rc://*/ta/man/translate/figs-simile	like the corners of the altar	0	Altars had projecting corners that were drenched in animal blood. Alternate translation: [they will be drenched as the corners of the altar are covered in blood]
9:16	i4qw		rc://*/ta/man/translate/figs-simile	God will rescue them … as the flock of his people	0	The people of Israel are spoken of as if they are God’s sheep that he cares for and protects.
9:16	kyv5		rc://*/ta/man/translate/figs-metaphor	They are the jewels of a crown	0	The people of Israel are spoken of as if they were the expensive jewels in the crown of a king that show how glorious he is. Alternate translation: [They will be like beautiful stones in a crown]
9:17	udt9		rc://*/ta/man/translate/figs-exclamations	How good and how beautiful they will be!	0	This is an exclamation, and not a question. Alternate translation: [They will be very good and beautiful!]
9:17	rzm2		rc://*/ta/man/translate/figs-parallelism	The young men will flourish on grain and the virgins on sweet wine!	0	This sentence uses a parallel structure to express that everyone will have plenty to eat and drink. If your readers might think that only the men ate and only the women drank, you may want to adjust the wording. Alternate translation: [All of the people, both men and women, will have plenty of grain to eat and sweet wine to drink!]
9:17	uf1p		rc://*/ta/man/translate/figs-parallelism	The young men … the virgins	0	These two phrases are parallel.
9:17	x8zq		rc://*/ta/man/translate/figs-parallelism	grain … sweet wine	0	These two phrases are parallel.
10:intro	jmh9				0	# Zechariah 10 General Notes\n\n## Structure and Formatting\n\nThis chapter is written mainly in prose but still uses figurative language as the writer shares a message of redemption and hope for the exiles. (See: [[rc://*/tw/dict/bible/kt/redeem]])\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 10:1–2.
10:1	ybt5			vegetation in the field	0	Alternate translation: [causes plants to grow in the field]
10:2	tc8c			diviners envision a lie	0	Alternate translation: [diviners see false visions]
10:2	e8gu		rc://*/ta/man/translate/figs-explicit	they tell deceitful dreams	0	It is implied that they know these dreams are false. This can be made explicit. Alternate translation: [diviners lie about their dreams in order to deceive people]
10:2	xi1f			empty comfort	0	This refers to words that sooth temporarily, but do not provide any long-term help.
10:2	nb46		rc://*/ta/man/translate/figs-simile	they wander like sheep	0	The people who do not have true prophets who tell the truth are spoken of as sheep who do not have a shepherd to tell them where to go. Alternate translation: [the people who listen to the false prophets are like sheep who do not know which way to go]
10:2	zr2e		rc://*/ta/man/translate/figs-simile	they … suffer because there is no shepherd	0	The people who do not have true prophets are spoken of as sheep who suffer because they do not have a shepherd to tell them where to go. Alternate translation: [the people who listen to the false prophets … are suffering like sheep who do not have a shepherd to guide them]
10:3	iq7u		rc://*/ta/man/translate/figs-metaphor	My wrath burns against the shepherds	0	Here “the shepherds” represent the leaders of God’s people. The intensity of Yahweh’s anger is spoken of as if it was a blazing fire. Alternate translation: [My anger toward the shepherds of my people is as intense as a fire] or [I am very angry with the leaders of my people]
10:3	ir6n		rc://*/ta/man/translate/figs-metaphor	it is the male goats—the leaders—that I will punish	0	Male goats are typically more dominant than female goats. Here “male goats” represents the oppressive leaders of God’s people.
10:3	r33n			Yahweh of hosts will also attend to his flock, the house of Judah	0	Here Yahweh’s care for his people is spoken of as a shepherd cares for his sheep. Alternate translation: [Yahweh of hosts will take care of the house of Judah as a shepherd cares for his sheep]
10:3	t1tc		rc://*/ta/man/translate/figs-metonymy	the house of Judah	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people of Judah, which included the descendants of Judah and Benjamin. Alternate translation: [Judah] or [the people of Judah]
10:3	dd5g		rc://*/ta/man/translate/figs-metaphor	make them like his warhorse in battle	0	Yahweh changes the metaphor for his people from defenseless sheep to a mighty war horse. Alternate translation: [will cause them to be strong like war horses in battle]
10:4	se8u		rc://*/ta/man/translate/figs-metaphor	From Judah will come the cornerstone	0	“The cornerstone will come from Judah.” The most important ruler is spoken of as if he where the main foundation stone of a building. Alternate translation: [One of the descendants of Judah will become the most important ruler]
10:4	xep2		rc://*/ta/man/translate/writing-symlanguage	the cornerstone … the tent peg … the war bow	0	This could mean: (1) they may be symbolic language that refers to the Messiah who will come from the tribe of Judah or (2) they may refer to different leaders who will come from Judah.
10:4	q653		rc://*/ta/man/translate/figs-metaphor	from him will come the tent peg	0	“the tent peg will come from him.” The tent pegs held the ropes that supported tents in which people lived. Here the most important ruler is spoken of as if he where the main peg that holds a tent in place. Alternate translation: [the leader who will hold the nation together will come from Judah]
10:4	mgt1		rc://*/ta/man/translate/figs-metaphor	from him will come the war bow	0	“the war bow will come from him.” Here the most important ruler is spoken of as if he where the a war bow that was used in battle. Alternate translation: [the military leader will come from Judah]
10:4	cw1m			from him will come every ruler together	0	Alternate translation: [every ruler will come from Judah]
10:5	sg3z		rc://*/ta/man/translate/figs-simile	They will be like warriors … streets in battle	0	The rulers from Judah are spoken of as if they were victorious warriors. Alternate translation: [They will be mighty in battle, trampling their enemies into the mud of the streets]
10:5	f7n7		rc://*/ta/man/translate/figs-idiom	who trample their enemies into the mud of the streets in battle	0	To trample them into the mud is an idiom that means to completely defeat them. Alternate translation: [who defeat their enemies completely]
10:5	xrr5		rc://*/ta/man/translate/figs-idiom	Yahweh is with them	0	Here “with them” is an idiom that means he is present to help them. Alternate translation: [Yahweh will help them]
10:5	a47d		rc://*/ta/man/translate/figs-metonymy	they will shame those who ride warhorses	0	Here shame accompanies and represents defeat. Alternate translation: [they will defeat their enemies who ride warhorses]
10:6	skk5				0	# General Information:\n\nIn verses 6–12, Yahweh is speaking to the people of Israel.
10:6	tf8l		rc://*/ta/man/translate/figs-metonymy	the house of Judah	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the kingdom of Judah, which included the descendants of Judah and Benjamin. Alternate translation: [Judah] or [the kingdom of Judah] or [the people of Judah]
